(8, 16)
(17, 22)
(20, 35)
(14, 41)
(9, 48)
(16, 49)
(10, 52)
(27, 52)
(32, 53)
(35, 54)
(32, 55)
(31, 56)
(46, 60)
(31, 61)
(25, 63)
(47, 63)
(54, 64)
(48, 65)
(6, 67)
(45, 67)
(18, 68)
(48, 72)
(71, 75)
(71, 76)
(39, 80)
(53, 80)
(56, 82)
(0, 83)
(26, 85)
(60, 87)
(15, 90)
(49, 91)
(63, 91)
(66, 91)
(64, 92)
(35, 96)
(52, 96)
(54, 97)
(91, 97)
(46, 99)
(72, 99)
(26, 100)
(46, 100)
(69, 103)
(96, 103)
(80, 104)
(84, 105)
(18, 106)
(26, 106)
(77, 110)
(109, 110)
(29, 112)
(71, 113)
(33, 116)
(106, 116)
(56, 117)
(83, 117)
(22, 118)
(64, 118)
(31, 119)
(4, 123)
(84, 123)
(88, 123)
(120, 123)
(110, 124)
(80, 125)
(86, 125)
(87, 125)
(55, 126)
(5, 129)
(121, 130)
(28, 132)
(48, 132)
(118, 132)
(123, 132)
(27, 133)
(40, 133)
(44, 134)
(9, 135)
(58, 135)
(110, 135)
(133, 135)
(125, 137)
(113, 139)
(105, 141)
(57, 142)
(37, 144)
(4, 145)
(54, 145)
(122, 146)
(136, 146)
(139, 148)
(94, 150)
(133, 150)
(51, 152)
(13, 157)
(79, 157)
(18, 158)
(68, 158)
(141, 158)
(8, 159)
(42, 159)
(28, 160)
(60, 161)
(80, 163)
(94, 164)
(64, 165)
(127, 165)
(12, 166)
(25, 167)
(26, 168)
(48, 168)
(88, 168)
(45, 169)
(83, 169)
(51, 171)
(83, 171)
(138, 171)
(27, 173)
(125, 173)
(82, 174)
(100, 174)
(73, 178)
(134, 178)
(157, 178)
(32, 179)
(117, 180)
(28, 181)
(56, 181)
(115, 181)
(165, 181)
(147, 182)
(110, 183)
(56, 185)
(42, 186)
(140, 186)
(124, 188)
(22, 189)
(56, 189)
(102, 189)
(115, 189)
(63, 190)
(156, 192)
(68, 193)
(77, 193)
(88, 194)
(90, 194)
(138, 195)
(16, 196)
(150, 196)
(131, 197)
(9, 200)
(136, 200)
(127, 201)
(174, 201)
(5, 202)
(41, 203)
(109, 203)
(137, 203)
(0, 204)
(93, 204)
(144, 204)
(61, 205)
(92, 205)
(114, 205)
(140, 205)
(65, 206)
(44, 207)
(139, 208)
(115, 209)
(145, 209)
(54, 211)
(114, 211)
(54, 212)
(138, 213)
(204, 213)
(20, 214)
(167, 215)
(46, 216)
(75, 216)
(179, 216)
(47, 217)
(54, 217)
(65, 217)
(154, 217)
(21, 218)
(30, 218)
(171, 219)
(175, 219)
(142, 220)
(151, 220)
(100, 221)
(127, 223)
(219, 225)
(44, 226)
(82, 226)
(60, 228)
(98, 228)
(62, 231)
(95, 231)
(186, 231)
(138, 232)
(143, 232)
(38, 234)
(78, 234)
(1, 235)
(63, 235)
(99, 235)
(135, 235)
(211, 235)
(220, 235)
(153, 236)
(158, 236)
(48, 237)
(109, 237)
(169, 237)
(178, 237)
(214, 237)
(61, 238)
(94, 238)
(143, 238)
(10, 239)
(140, 239)
(89, 240)
(152, 240)
(60, 241)
(200, 241)
(192, 242)
(183, 243)
(229, 243)
(241, 243)
(153, 245)
(168, 245)
(10, 247)
(164, 247)
(55, 248)
(57, 248)
(141, 248)
(62, 250)
(193, 250)
(99, 251)
(124, 251)
(65, 252)
(129, 252)
(80, 253)
(231, 253)
(171, 254)
(88, 256)
(135, 256)
(156, 257)
(175, 257)
(202, 257)
(13, 258)
(33, 258)
(43, 258)
(36, 259)
(240, 259)
(115, 260)
(119, 260)
(152, 260)
(226, 260)
(119, 261)
(143, 261)
(202, 261)
(6, 262)
(68, 262)
(98, 262)
(184, 262)
(13, 263)
(81, 263)
(124, 263)
(74, 264)
(119, 264)
(132, 264)
(169, 264)
(194, 264)
(126, 265)
(44, 266)
(93, 266)
(240, 266)
(137, 267)
(215, 268)
(51, 269)
(56, 269)
(211, 269)
(166, 270)
(169, 270)
(123, 271)
(18, 272)
(209, 272)
(66, 273)
(195, 273)
(143, 274)
(202, 275)
(221, 275)
(24, 276)
(173, 276)
(203, 277)
(171, 279)
(252, 279)
(111, 280)
(14, 281)
(83, 281)
(162, 281)
(218, 281)
(80, 282)
(205, 282)
(66, 283)
(276, 283)
(34, 284)
(167, 284)
(197, 284)
(199, 284)
(272, 284)
(22, 285)
(92, 285)
(283, 285)
(25, 286)
(26, 286)
(104, 286)
(160, 286)
(178, 287)
(131, 288)
(54, 289)
(42, 290)
(73, 290)
(275, 290)
(48, 291)
(60, 291)
(69, 292)
(219, 292)
(120, 293)
(254, 293)
(87, 294)
(107, 294)
(217, 295)
(93, 296)
(275, 296)
(295, 297)
(186, 298)
(196, 298)
(126, 299)
(193, 299)
(242, 299)
(105, 300)
(252, 300)
(231, 301)
(30, 302)
(91, 302)
(207, 303)
(39, 304)
(102, 304)
(118, 304)
(144, 304)
(17, 305)
(291, 305)
(115, 306)
(91, 307)
(161, 308)
(197, 308)
(201, 308)
(17, 309)
(71, 310)
(194, 310)
(285, 310)
(129, 311)
(257, 311)
(286, 311)
(289, 311)
(271, 312)
(3, 313)
(83, 313)
(119, 314)
(19, 315)
(124, 315)
(200, 315)
(212, 315)
(42, 316)
(66, 316)
(82, 316)
(143, 316)
(107, 317)
(152, 317)
(115, 318)
(282, 318)
(312, 322)
(82, 323)
(101, 323)
(224, 323)
(0, 324)
(114, 324)
(232, 324)
(10, 325)
(52, 325)
(59, 325)
(104, 325)
(150, 325)
(161, 325)
(188, 325)
(64, 327)
(211, 327)
(129, 328)
(166, 328)
(300, 328)
(71, 329)
(142, 329)
(185, 329)
(12, 330)
(80, 330)
(150, 330)
(182, 330)
(267, 330)
(39, 331)
(304, 331)
(307, 331)
(315, 331)
(43, 332)
(312, 332)
(328, 333)
(236, 334)
(294, 334)
(251, 336)
(306, 336)
(101, 337)
(204, 337)
(206, 337)
(273, 337)
(21, 338)
(34, 338)
(184, 338)
(279, 339)
(152, 340)
(247, 340)
(271, 340)
(283, 340)
(47, 342)
(239, 342)
(242, 342)
(271, 342)
(278, 342)
(308, 342)
(337, 342)
(113, 343)
(211, 343)
(303, 343)
(46, 344)
(21, 345)
(61, 346)
(195, 346)
(260, 346)
(147, 347)
(195, 347)
(306, 347)
(50, 348)
(73, 348)
(125, 348)
(181, 348)
(324, 348)
(72, 349)
(98, 349)
(128, 349)
(288, 349)
(70, 350)
(238, 350)
(93, 351)
(185, 351)
(169, 352)
(174, 352)
(341, 352)
(28, 353)
(301, 353)
(332, 353)
(121, 354)
(342, 354)
(343, 354)
(53, 355)
(78, 355)
(249, 355)
(254, 355)
(256, 355)
